,helios_number,year,day,hour,minute,second,data_number,B_xse,B_yse,B_zse,B,dechr,delta T
12253,2,76,92,22,43,36,8,24.76,-15.71,-7.52,30.31,22.72666667,0.001666667
12254,2,76,92,22,43,42,8,24.1,-16.65,-7.24,30.22,22.72833333,0.001666667
12255,2,76,92,22,43,48,8,24.07,-16.75,-6.71,30.12,22.73,0.001666667
12256,2,76,92,22,43,54,8,23.52,-16.86,-7.3,29.9,22.73166667,0.001666667
12257,2,76,92,22,44,0,8,23.62,-15.86,-8.98,29.87,22.73333333,0.001666667
12258,2,76,92,22,44,6,8,23.51,-15.65,-9.23,29.92,22.735,0.001666667
12259,2,76,92,22,44,12,8,22.46,-16.71,-10.81,30.08,22.73666667,0.001666667
12260,2,76,92,22,44,18,8,24.3,-13.91,-10.52,29.94,22.73833333,0.001666667
12261,2,76,92,22,44,24,8,24.43,-13.65,-10.62,30,22.74,0.001666667
12262,2,76,92,22,44,30,8,24.2,-15.56,-5.56,29.33,22.74166667,0.001666667
12263,2,76,92,22,44,36,8,24.43,-14.47,-7.99,29.57,22.74333333,0.001666667
12264,2,76,92,22,44,42,8,24.34,-13.29,-8.34,29.46,22.745,0.001666667
12265,2,76,92,22,44,48,8,24.13,-16.24,-4.1,29.45,22.74666667,0.001666667
12266,2,76,92,22,44,54,8,24.03,-16.89,-3.22,29.61,22.74833333,0.001666667
12267,2,76,92,22,45,0,8,24.17,-17.06,0.33,29.63,22.75,0.001666667
12268,2,76,92,22,45,6,8,23.71,-17.67,1.77,29.65,22.75166667,0.001666667
12269,2,76,92,22,45,12,8,23.83,-17.69,-0.78,29.72,22.75333333,0.001666667
12270,2,76,92,22,45,18,8,23.76,-17.51,-1.54,29.62,22.755,0.001666667
12271,2,76,92,22,45,24,8,22.91,-18.31,0.53,29.41,22.75666667,0.001666667
12272,2,76,92,22,45,30,8,21.22,-20.15,0.21,29.34,22.75833333,0.001666667
12273,2,76,92,22,45,36,8,22.07,-19.4,-0.48,29.4,22.76,0.001666667
12274,2,76,92,22,45,42,8,21.88,-19.68,0.14,29.45,22.76166667,0.001666667
12275,2,76,92,22,45,48,8,22.17,-18.88,1.16,29.21,22.76333333,0.001666667
12276,2,76,92,22,45,54,8,21.16,-20.12,1.21,29.29,22.765,0.001666667
12277,2,76,92,22,46,0,8,20.66,-20.62,2,29.35,22.76666667,0.001666667
12278,2,76,92,22,46,6,8,20.31,-20.89,3.44,29.37,22.76833333,0.001666667
12279,2,76,92,22,46,12,8,20.58,-20.31,3.93,29.24,22.77,0.001666667
12280,2,76,92,22,46,18,8,19.53,-21.22,3.39,29.13,22.77166667,0.001666667
12281,2,76,92,22,46,24,8,17.66,-22.45,4.27,28.97,22.77333333,0.001666667
12282,2,76,92,22,46,30,8,18.06,-21.91,4.07,28.75,22.775,0.001666667
12283,2,76,92,22,46,36,8,14.76,-24.08,3.88,28.59,22.77666667,0.001666667
12284,2,76,92,22,46,42,8,15,-23.37,5.22,28.34,22.77833333,0.001666667
12285,2,76,92,22,46,48,8,12,-24.81,5.11,28.11,22.78,0.001666667
12286,2,76,92,22,46,54,8,12.57,-24.43,3.42,27.83,22.78166667,0.001666667
12287,2,76,92,22,47,0,8,14.43,-23.12,4.86,27.76,22.78333333,0.001666667
12288,2,76,92,22,47,6,8,13.46,-23.82,4.15,27.8,22.785,0.001666667
12289,2,76,92,22,47,12,8,13.75,-24.05,2.11,28.01,22.78666667,0.001666667
12290,2,76,92,22,47,18,8,11.82,-24.61,4.87,28.03,22.78833333,0.001666667
12291,2,76,92,22,47,24,8,9.01,-24.53,9.82,28.25,22.79,0.001666667
12292,2,76,92,22,47,30,8,10.27,-24.71,6.42,27.96,22.79166667,0.001666667
12293,2,76,92,22,47,36,8,9.58,-23.73,9.58,27.81,22.79333333,0.001666667
12294,2,76,92,22,47,42,8,15.95,-21.46,7.41,27.87,22.795,0.001666667
12295,2,76,92,22,47,48,8,8.62,-24.29,7.63,27.85,22.79666667,0.001666667
12296,2,76,92,22,47,54,8,0.8,-25.62,11.09,28.15,22.79833333,0.001666667
12297,2,76,92,22,48,0,8,-0.64,-25.47,12.42,28.58,22.8,0.001666667
12298,2,76,92,22,48,6,8,-0.1,-26.99,9.19,28.68,22.80166667,0.001666667
12299,2,76,92,22,48,12,8,-1.61,-26.65,10.68,28.82,22.80333333,0.001666667
12300,2,76,92,22,48,18,8,-3.33,-26.38,11.01,28.96,22.805,0.001666667
12301,2,76,92,22,48,24,8,-1.59,-27.02,9.89,28.89,22.80666667,0.001666667
12302,2,76,92,22,48,30,8,-4.39,-25.27,12.48,28.6,22.80833333,0.001666667
12303,2,76,92,22,48,36,8,-8.95,-24.48,11.33,28.72,22.81,0.001666667
12304,2,76,92,22,48,42,8,-8.58,-26.92,5.29,28.87,22.81166667,0.001666667
12305,2,76,92,22,48,48,8,-5.61,-27.42,6.55,28.79,22.81333333,0.001666667
12306,2,76,92,22,48,54,8,-4.63,-26.65,8.4,28.39,22.815,0.001666667
12307,2,76,92,22,49,0,8,-6.62,-26.86,7.85,28.8,22.81666667,0.001666667
12308,2,76,92,22,49,6,8,-7.73,-26.08,9.44,28.88,22.81833333,0.001666667
12309,2,76,92,22,49,12,8,-9.12,-25.33,9.29,28.59,22.82,0.001666667
12310,2,76,92,22,49,18,8,-9.33,-26.04,7.64,28.74,22.82166667,0.001666667
12311,2,76,92,22,49,24,8,-9.8,-25.68,8.91,28.92,22.82333333,0.001666667
12312,2,76,92,22,49,30,8,-8.13,-26.39,7.29,28.62,22.825,0.001666667
12313,2,76,92,22,49,36,8,-7.93,-25.99,8.85,28.61,22.82666667,0.001666667
12314,2,76,92,22,49,42,8,-4.78,-26.56,9.17,28.64,22.82833333,0.001666667
12315,2,76,92,22,49,48,8,-6.09,-25.41,10.76,28.39,22.83,0.001666667
12316,2,76,92,22,49,54,8,-7.74,-25.4,9.13,28.11,22.83166667,0.001666667
12317,2,76,92,22,50,0,8,-6.49,-25.26,9.64,28.42,22.83333333,0.001666667
12318,2,76,92,22,50,6,8,1.92,-25.78,10.79,28.04,22.835,0.001666667
12319,2,76,92,22,50,12,8,-0.14,-25.36,10.88,27.63,22.83666667,0.001666667
12320,2,76,92,22,50,18,8,-0.23,-25.7,10.71,27.9,22.83833333,0.001666667
12321,2,76,92,22,50,24,8,-2.87,-27.14,6.04,28.19,22.84,0.001666667
12322,2,76,92,22,50,30,8,-0.6,-26.18,9.84,28.26,22.84166667,0.001666667
12323,2,76,92,22,50,36,8,-3.22,-23.92,14.88,28.43,22.84333333,0.001666667
12324,2,76,92,22,50,42,8,-2.4,-23.84,14.65,28.18,22.845,0.001666667
12325,2,76,92,22,50,48,8,-1.67,-24.68,14.31,28.67,22.84666667,0.001666667
12326,2,76,92,22,50,54,8,-0.18,-24.27,14.39,28.38,22.84833333,0.001666667
12327,2,76,92,22,51,0,8,0.15,-25,13.01,28.28,22.85,0.001666667
12328,2,76,92,22,51,6,8,2.23,-23.72,14.49,27.96,22.85166667,0.001666667
12329,2,76,92,22,51,12,8,2.38,-21.71,17.14,27.9,22.85333333,0.001666667
12330,2,76,92,22,51,18,8,7.82,-22.43,14.29,27.9,22.855,0.001666667
12331,2,76,92,22,51,24,8,3.88,-23.8,10.93,27.06,22.85666667,0.001666667
12332,2,76,92,22,51,30,8,4.57,-23.36,9.22,26.5,22.85833333,0.001666667
12333,2,76,92,22,51,36,8,14.84,-16.83,12.84,27.5,22.86,0.001666667
12334,2,76,92,22,51,42,8,16.78,-20.35,7.59,27.69,22.86166667,0.001666667
12335,2,76,92,22,51,48,8,18.21,-19.16,7.51,27.77,22.86333333,0.001666667
12336,2,76,92,22,51,54,8,24.21,-11.49,2.92,27.43,22.865,0.001666667
12337,2,76,92,22,52,0,8,22.53,-15.05,0.74,27.43,22.86666667,0.001666667
12338,2,76,92,22,52,6,8,22.96,-16.12,2.74,28.28,22.86833333,0.001666667
12339,2,76,92,22,52,12,8,23.78,-15.67,0.04,28.55,22.87,0.001666667
12340,2,76,92,22,52,18,8,24.37,-14.78,-0.21,28.55,22.87166667,0.001666667
12341,2,76,92,22,52,24,8,24.61,-14.51,0.49,28.66,22.87333333,0.001666667
12342,2,76,92,22,52,30,8,25.57,-12.39,-3.13,28.64,22.875,0.001666667
12343,2,76,92,22,52,36,8,25.57,-12.34,-2.01,28.5,22.87666667,0.001666667
12344,2,76,92,22,52,42,8,25.86,-11.32,-3.36,28.46,22.87833333,0.001666667
12345,2,76,92,22,52,48,8,25.93,-10.37,-4.32,28.29,22.88,0.001666667
12346,2,76,92,22,52,54,8,26.36,-9.88,-4.94,28.61,22.88166667,0.001666667
12347,2,76,92,22,53,0,8,26.6,-9.97,-4.85,28.85,22.88333333,0.001666667
12348,2,76,92,22,53,6,8,25.84,-12.43,-2.09,28.82,22.885,0.001666667
12349,2,76,92,22,53,12,8,26.11,-12.15,-2.38,28.93,22.88666667,0.001666667
12350,2,76,92,22,53,18,8,25.71,-13.3,-1.92,29.05,22.88833333,0.001666667
12351,2,76,92,22,53,24,8,26.1,-12.93,-2.26,29.33,22.89,0.001666667
12352,2,76,92,22,53,30,8,27.61,-10.83,-4.32,30.02,22.89166667,0.001666667
12353,2,76,92,22,53,36,8,26.45,-12.12,-4.23,29.94,22.89333333,0.001666667
12354,2,76,92,22,53,42,8,25.27,-15.88,2.97,30.19,22.895,0.001666667
12355,2,76,92,22,53,48,8,25.76,-15.91,0.86,30.31,22.89666667,0.001666667
12356,2,76,92,22,53,54,8,26.35,-15.06,-1.75,30.45,22.89833333,0.001666667
12357,2,76,92,22,54,0,8,27.63,-12.72,-3.09,30.6,22.9,0.001666667
12358,2,76,92,22,54,6,8,27.97,-11.02,-5.35,30.58,22.90166667,0.001666667
12359,2,76,92,22,54,12,8,27.34,-12.1,-5.76,30.55,22.90333333,0.001666667
12360,2,76,92,22,54,18,8,27.19,-12.68,-5.05,30.47,22.905,0.001666667
12361,2,76,92,22,54,24,8,26.77,-14.21,-3.17,30.54,22.90666667,0.001666667
12362,2,76,92,22,54,30,8,27.71,-11.46,-4.59,30.41,22.90833333,0.001666667
12363,2,76,92,22,54,36,8,28.34,-8.47,-6.97,30.41,22.91,0.001666667
12364,2,76,92,22,54,42,8,28.18,-7.36,-8.15,30.34,22.91166667,0.001666667
12365,2,76,92,22,54,48,8,27.98,-9.5,-6.78,30.33,22.91333333,0.001666667
12366,2,76,92,22,54,54,8,28.13,-8.79,-7.52,30.44,22.915,0.001666667
12367,2,76,92,22,55,0,8,28.09,-8.55,-7.48,30.32,22.91666667,0.001666667
12368,2,76,92,22,55,6,8,28.2,-8.41,-7.1,30.28,22.91833333,0.001666667
12369,2,76,92,22,55,12,8,28.3,-8.11,-7.19,30.32,22.92,0.001666667
12370,2,76,92,22,55,18,8,28.27,-7.45,-7.68,30.24,22.92166667,0.001666667
12371,2,76,92,22,55,24,8,28.25,-7.03,-7.99,30.22,22.92333333,0.001666667
12372,2,76,92,22,55,30,8,28.48,-7.92,-5.52,30.08,22.925,0.001666667
12373,2,76,92,22,55,36,8,28.36,-6.71,-7.62,30.14,22.92666667,0.001666667
12374,2,76,92,22,55,42,8,28.34,-7.39,-6.67,30.08,22.92833333,0.001666667
12375,2,76,92,22,55,48,8,28.47,-6.07,-7.76,30.16,22.93,0.001666667
12376,2,76,92,22,55,54,8,28.39,-6.55,-7.73,30.17,22.93166667,0.001666667
12377,2,76,92,22,56,0,8,28.21,-6.46,-8.4,30.17,22.93333333,0.001666667
12378,2,76,92,22,56,6,8,28.35,-6.75,-7.52,30.13,22.935,0.001666667
12379,2,76,92,22,56,12,8,28.59,-7.46,-6,30.19,22.93666667,0.001666667
12380,2,76,92,22,56,18,8,28.56,-7,-5.88,30.01,22.93833333,0.001666667
12381,2,76,92,22,56,24,8,28.43,-7.57,-5.61,29.99,22.94,0.001666667
12382,2,76,92,22,56,30,8,28.3,-7.96,-6.4,30.11,22.94166667,0.001666667
12383,2,76,92,22,56,36,8,28.81,-5.8,-6.47,30.11,22.94333333,0.001666667
12384,2,76,92,22,56,42,8,28.29,-7.12,-6.91,30.03,22.945,0.001666667
12385,2,76,92,22,56,48,8,28.7,-4.63,-7.79,30.11,22.94666667,0.001666667
12386,2,76,92,22,56,54,8,28.15,-2.58,-10.23,30.08,22.94833333,0.001666667
12387,2,76,92,22,57,0,8,28.53,-1.44,-9.59,30.14,22.95,0.001666667
12388,2,76,92,22,57,6,8,28.25,-1.05,-10.07,30.02,22.95166667,0.001666667
12389,2,76,92,22,57,12,8,27.83,-1.41,-10.99,30.02,22.95333333,0.001666667
12390,2,76,92,22,57,18,8,27.09,-0.6,-13.03,30.08,22.955,0.001666667
12391,2,76,92,22,57,24,8,28.17,-1.88,-10.23,30.07,22.95666667,0.001666667
12392,2,76,92,22,57,30,8,28.06,-5.76,-6.89,29.81,22.95833333,0.001666667
12393,2,76,92,22,57,36,8,27.79,-9.5,-5.39,29.89,22.96,0.001666667
12394,2,76,92,22,57,42,8,27.55,-10.16,-4.6,29.75,22.96166667,0.001666667
12395,2,76,92,22,57,48,8,27.19,-11.64,-3.13,29.79,22.96333333,0.001666667
12396,2,76,92,22,57,54,8,26.44,-13.17,-3.18,29.73,22.965,0.001666667
12397,2,76,92,22,58,0,8,26.42,-13.53,-1.96,29.79,22.96666667,0.001666667
12398,2,76,92,22,58,6,8,25.54,-15.2,-0.79,29.75,22.96833333,0.001666667
12399,2,76,92,22,58,12,8,25.76,-14.89,-0.42,29.79,22.97,0.001666667
12400,2,76,92,22,58,18,8,25.87,-14.53,-1.41,29.76,22.97166667,0.001666667
12401,2,76,92,22,58,24,8,25.91,-14.2,-0.91,29.62,22.97333333,0.001666667
12402,2,76,92,22,58,30,8,26.23,-13.77,-0.61,29.66,22.975,0.001666667
12403,2,76,92,22,58,36,8,26.61,-12.84,-2.57,29.7,22.97666667,0.001666667
12404,2,76,92,22,58,42,8,26.38,-12.97,-3.2,29.59,22.97833333,0.001666667
12405,2,76,92,22,58,48,8,26.87,-11.81,-2.37,29.49,22.98,0.001666667
12406,2,76,92,22,58,54,8,27.29,-11.23,-3.01,29.73,22.98166667,0.001666667
12407,2,76,92,22,59,0,8,27.11,-10.96,-3.58,29.51,22.98333333,0.001666667
12408,2,76,92,22,59,6,8,27.08,-10.97,-3.98,29.51,22.985,0.001666667
12409,2,76,92,22,59,12,8,27.13,-10.5,-4.03,29.41,22.98666667,0.001666667
12410,2,76,92,22,59,18,8,27.65,-10.07,-2.23,29.53,22.98833333,0.001666667
12411,2,76,92,22,59,24,8,27.95,-8.79,-2.66,29.47,22.99,0.001666667
12412,2,76,92,22,59,30,8,27.79,-9.23,-2.78,29.45,22.99166667,0.001666667
12413,2,76,92,22,59,36,8,27.8,-9.02,-3.93,29.5,22.99333333,0.001666667
12414,2,76,92,22,59,42,8,28.08,-7.81,-4.71,29.6,22.995,0.001666667
12415,2,76,92,22,59,48,8,28.28,-7.26,-4.48,29.57,22.99666667,0.001666667
12416,2,76,92,22,59,54,8,28.41,-7.27,-3.77,29.6,22.99833333,0.001666667
12417,2,76,92,23,0,0,8,28.46,-6.93,-4.08,29.61,23,0.001666667
12418,2,76,92,23,0,6,8,28.57,-6.63,-4.4,29.69,23.00166667,0.001666667
12419,2,76,92,23,0,12,8,28.46,-6.6,-4.08,29.53,23.00333333,0.001666667
12420,2,76,92,23,0,18,8,28.49,-6.23,-4.4,29.52,23.005,0.001666667
12421,2,76,92,23,0,24,8,28.72,-6.05,-4.53,29.71,23.00666667,0.001666667
12422,2,76,92,23,0,30,8,28.67,-5.96,-4.36,29.62,23.00833333,0.001666667
12423,2,76,92,23,0,36,8,28.65,-5.55,-4.62,29.58,23.01,0.001666667
12424,2,76,92,23,0,42,8,28.69,-4.65,-4.87,29.5,23.01166667,0.001666667
12425,2,76,92,23,0,48,8,28.74,-5.29,-4.39,29.59,23.01333333,0.001666667
12426,2,76,92,23,0,54,8,28.8,-3.31,-5.76,29.57,23.015,0.001666667
12427,2,76,92,23,1,0,8,28.75,-3.52,-5.62,29.52,23.01666667,0.001666667
12428,2,76,92,23,1,6,8,28.66,-3.8,-5.21,29.41,23.01833333,0.001666667
12429,2,76,92,23,1,12,8,28.83,-3.82,-5.1,29.54,23.02,0.001666667
12430,2,76,92,23,1,18,8,28.86,-3.55,-5.14,29.56,23.02166667,0.001666667
12431,2,76,92,23,1,24,8,28.92,-3.03,-5.31,29.58,23.02333333,0.001666667
12432,2,76,92,23,1,30,8,28.9,-2.76,-5.19,29.51,23.025,0.001666667
12433,2,76,92,23,1,36,8,28.76,-2.88,-5.31,29.4,23.02666667,0.001666667
12434,2,76,92,23,1,42,8,28.83,-3.19,-5.69,29.58,23.02833333,0.001666667
12435,2,76,92,23,1,48,8,28.74,-3.09,-5.47,29.44,23.03,0.001666667
12436,2,76,92,23,1,54,8,29.05,-3.35,-4.39,29.59,23.03166667,0.001666667
12437,2,76,92,23,2,0,8,28.79,-3.02,-5.01,29.41,23.03333333,0.001666667
12438,2,76,92,23,2,6,8,28.98,-3.17,-4.87,29.57,23.035,0.001666667
12439,2,76,92,23,2,12,8,28.89,-3.51,-4.91,29.52,23.03666667,0.001666667
12440,2,76,92,23,2,18,8,28.88,-3.46,-4.38,29.43,23.03833333,0.001666667
12441,2,76,92,23,2,24,8,29.09,-3,-4.21,29.55,23.04,0.001666667
12442,2,76,92,23,2,30,8,28.96,-2.39,-4.65,29.43,23.04166667,0.001666667
12443,2,76,92,23,2,36,8,28.92,-1.54,-4.77,29.37,23.04333333,0.001666667
12444,2,76,92,23,2,42,8,28.96,-1.11,-4.86,29.41,23.045,0.001666667
12445,2,76,92,23,2,48,8,28.9,-1.29,-4.99,29.37,23.04666667,0.001666667
12446,2,76,92,23,2,54,8,29.01,-1.72,-4.36,29.4,23.04833333,0.001666667
12447,2,76,92,23,3,0,8,29.09,-1.74,-4.64,29.52,23.05,0.001666667
12448,2,76,92,23,3,6,8,29.07,-1.89,-4.02,29.43,23.05166667,0.001666667
12449,2,76,92,23,3,12,8,29.14,-1,-4.29,29.49,23.05333333,0.001666667
12450,2,76,92,23,3,18,8,29.03,-0.94,-3.76,29.3,23.055,0.001666667
12451,2,76,92,23,3,24,8,29.1,-1.8,-3.64,29.4,23.05666667,0.001666667
12452,2,76,92,23,3,30,8,28.76,-2.21,-4.44,29.21,23.05833333,0.001666667
12453,2,76,92,23,3,36,8,28.88,-2.8,-4.39,29.37,23.06,0.001666667
12454,2,76,92,23,3,42,8,28.95,-2.42,-3.99,29.33,23.06166667,0.001666667
12455,2,76,92,23,3,48,8,29.02,-1.28,-3.53,29.29,23.06333333,0.001666667
12456,2,76,92,23,3,54,8,28.84,-1.3,-3.32,29.08,23.065,0.001666667
12457,2,76,92,23,4,0,8,28.95,-1.2,-3.3,29.19,23.06666667,0.001666667
12458,2,76,92,23,4,6,8,29.1,-1.09,-2.96,29.29,23.06833333,0.001666667
12459,2,76,92,23,4,12,8,28.88,-1.86,-3.6,29.19,23.07,0.001666667
12460,2,76,92,23,4,18,8,28.74,-3.28,-4.23,29.26,23.07166667,0.001666667
12461,2,76,92,23,4,24,8,28.85,-3.14,-3.29,29.23,23.07333333,0.001666667
12462,2,76,92,23,4,30,8,29.02,-2.58,-2.97,29.3,23.075,0.001666667
12463,2,76,92,23,4,36,8,28.88,-3.1,-3.41,29.26,23.07666667,0.001666667
12464,2,76,92,23,4,42,8,28.9,-3.13,-2.9,29.23,23.07833333,0.001666667
12465,2,76,92,23,4,48,8,28.7,-2.56,-4.53,29.19,23.08,0.001666667
12466,2,76,92,23,4,54,8,28.79,-2.72,-4.34,29.27,23.08166667,0.001666667
12467,2,76,92,23,5,0,8,28.74,-2.22,-4.43,29.18,23.08333333,0.001666667
12468,2,76,92,23,5,6,8,28.76,-2.02,-4.55,29.22,23.085,0.001666667
12469,2,76,92,23,5,12,8,28.84,-2.55,-3.93,29.24,23.08666667,0.001666667
12470,2,76,92,23,5,18,8,28.95,-3.47,-3.08,29.33,23.08833333,0.001666667
12471,2,76,92,23,5,24,8,28.94,-1.91,-3.71,29.27,23.09,0.001666667
12472,2,76,92,23,5,30,8,28.9,-2.73,-4.19,29.35,23.09166667,0.001666667
12473,2,76,92,23,5,36,8,28.8,-2.53,-4.28,29.26,23.09333333,0.001666667
12474,2,76,92,23,5,42,8,28.83,-3.1,-3.95,29.28,23.095,0.001666667
12475,2,76,92,23,5,48,8,28.79,-3.57,-3.61,29.25,23.09666667,0.001666667
12476,2,76,92,23,5,54,8,28.75,-3.72,-3.81,29.26,23.09833333,0.001666667
12477,2,76,92,23,6,0,8,28.85,-2.67,-4.24,29.31,23.1,0.001666667
12478,2,76,92,23,6,6,8,28.77,-3.24,-3.96,29.24,23.10166667,0.001666667
12479,2,76,92,23,6,12,8,28.75,-3.57,-4.06,29.28,23.10333333,0.001666667
12480,2,76,92,23,6,18,8,28.61,-4.19,-3.56,29.15,23.105,0.001666667
12481,2,76,92,23,6,24,8,28.73,-3.65,-3.36,29.17,23.10666667,0.001666667
12482,2,76,92,23,6,30,8,28.79,-2.81,-2.93,29.11,23.10833333,0.001666667
12483,2,76,92,23,6,36,8,28.88,-2.33,-2.8,29.13,23.11,0.001666667
12484,2,76,92,23,6,42,8,28.8,-2.29,-3.71,29.16,23.11166667,0.001666667
12485,2,76,92,23,6,48,8,28.75,-2.04,-3.22,29.03,23.11333333,0.001666667
12486,2,76,92,23,6,54,8,28.77,-2.36,-3.22,29.07,23.115,0.001666667
12487,2,76,92,23,7,0,8,28.99,-1.5,-2.98,29.19,23.11666667,0.001666667
12488,2,76,92,23,7,6,8,28.68,-1.33,-3.89,29,23.11833333,0.001666667
12489,2,76,92,23,7,12,8,28.79,-0.93,-3.43,29.03,23.12,0.001666667
12490,2,76,92,23,7,18,8,28.82,-0.73,-3.67,29.12,23.12166667,0.001666667
12491,2,76,92,23,7,24,8,28.72,-2.5,-3.23,29.09,23.12333333,0.001666667
12492,2,76,92,23,7,30,8,28.87,-0.72,-4.12,29.21,23.125,0.001666667
12493,2,76,92,23,7,36,8,28.69,-0.88,-4.33,29.05,23.12666667,0.001666667
12494,2,76,92,23,7,42,8,28.91,-0.94,-3.94,29.23,23.12833333,0.001666667
12495,2,76,92,23,7,48,8,28.78,-1.04,-3.69,29.05,23.13,0.001666667
12496,2,76,92,23,7,54,8,28.86,-1.47,-3.06,29.09,23.13166667,0.001666667
12497,2,76,92,23,8,0,8,28.69,-0.91,-4.21,29.05,23.13333333,0.001666667
12498,2,76,92,23,8,6,8,28.98,-1.15,-2.43,29.14,23.135,0.001666667
12499,2,76,92,23,8,12,8,29,-1.41,-1.14,29.08,23.13666667,0.001666667
12500,2,76,92,23,8,18,8,28.94,-1.09,-2.15,29.08,23.13833333,0.001666667
12501,2,76,92,23,8,24,8,29.09,-0.17,-2.43,29.23,23.14,0.001666667
12502,2,76,92,23,8,30,8,28.93,0.71,-4.65,29.33,23.14166667,0.001666667
12503,2,76,92,23,8,36,8,29.08,0.13,-3.09,29.27,23.14333333,0.001666667
12504,2,76,92,23,8,42,8,29.25,1.09,-0.55,29.33,23.145,0.001666667
12505,2,76,92,23,8,48,8,29.15,-0.34,-2.18,29.26,23.14666667,0.001666667
12506,2,76,92,23,8,54,8,29.2,0.51,-2.17,29.32,23.14833333,0.001666667
12507,2,76,92,23,9,0,8,28.75,-3.66,-4.36,29.34,23.15,0.001666667
12508,2,76,92,23,9,6,8,29.14,-1.99,-3.15,29.42,23.15166667,0.001666667
12509,2,76,92,23,9,12,8,29,-1.14,-2.98,29.21,23.15333333,0.001666667
12510,2,76,92,23,9,18,8,29.06,-0.44,-3.73,29.33,23.155,0.001666667
12511,2,76,92,23,9,24,8,29.07,0.99,-3.97,29.39,23.15666667,0.001666667
12512,2,76,92,23,9,30,8,29.01,0.64,-3.99,29.35,23.15833333,0.001666667
12513,2,76,92,23,9,36,8,29,3.08,-2.95,29.38,23.16,0.001666667
12514,2,76,92,23,9,42,8,28.8,4.4,-2.64,29.3,23.16166667,0.001666667
12515,2,76,92,23,9,48,8,28.92,-0.27,-4.08,29.31,23.16333333,0.001666667
12516,2,76,92,23,9,54,8,28.72,2.86,-4.56,29.31,23.165,0.001666667
12517,2,76,92,23,10,0,8,28.79,2.4,-4.27,29.25,23.16666667,0.001666667
12518,2,76,92,23,10,6,8,28.76,0.94,-4.8,29.24,23.16833333,0.001666667
12519,2,76,92,23,10,12,8,28.53,1.65,-6.45,29.32,23.17,0.001666667
12520,2,76,92,23,10,18,8,28.79,1.17,-5.3,29.33,23.17166667,0.001666667
12521,2,76,92,23,10,24,8,28.69,2.56,-4.79,29.25,23.17333333,0.001666667
12522,2,76,92,23,10,30,8,27.79,7.13,-5.33,29.3,23.175,0.001666667
12523,2,76,92,23,10,36,8,28.34,5.4,-3.67,29.3,23.17666667,0.001666667
12524,2,76,92,23,10,42,8,28.64,-1.93,-6.18,29.4,23.17833333,0.001666667
12525,2,76,92,23,10,48,8,28.91,0.99,-4.74,29.34,23.18,0.001666667
12526,2,76,92,23,10,54,8,28.85,3.12,-4.16,29.35,23.18166667,0.001666667
12527,2,76,92,23,11,0,8,29.04,3.59,-2.61,29.39,23.18333333,0.001666667
12528,2,76,92,23,11,6,8,28.95,4.51,-2.41,29.42,23.185,0.001666667
12529,2,76,92,23,11,12,8,28.74,5.38,-3.17,29.42,23.18666667,0.001666667
12530,2,76,92,23,11,18,8,28.44,6.06,-4.61,29.52,23.18833333,0.001666667
12531,2,76,92,23,11,24,8,28.06,7.35,-6.12,29.67,23.19,0.001666667
12532,2,76,92,23,11,30,8,28.05,7.73,-5.34,29.6,23.19166667,0.001666667
12533,2,76,92,23,11,36,8,28.34,5.45,-6.84,29.7,23.19333333,0.001666667
12534,2,76,92,23,11,42,8,28.45,2.31,-8.02,29.68,23.195,0.001666667
12535,2,76,92,23,11,48,8,27.92,-0.41,-9.87,29.63,23.19666667,0.001666667
12536,2,76,92,23,11,54,8,27.4,-0.09,-11.2,29.66,23.19833333,0.001666667
12537,2,76,92,23,12,0,8,26.89,5.91,-10.3,29.54,23.2,0.001666667
12538,2,76,92,23,12,6,8,26.58,10.56,-7.04,29.52,23.20166667,0.001666667
12539,2,76,92,23,12,12,8,27.31,9.98,-5.02,29.57,23.20333333,0.001666667
12540,2,76,92,23,12,18,8,26.8,11.64,-2.73,29.49,23.205,0.001666667
12541,2,76,92,23,12,24,8,26.61,12.29,-0.91,29.38,23.20666667,0.001666667
12542,2,76,92,23,12,30,8,27.32,10.45,-1.99,29.39,23.20833333,0.001666667
12543,2,76,92,23,12,36,8,27.56,9.71,-3.26,29.44,23.21,0.001666667
12544,2,76,92,23,12,42,8,27.79,8.88,-2.85,29.34,23.21166667,0.001666667
12545,2,76,92,23,12,48,8,27.85,8.49,-3.36,29.38,23.21333333,0.001666667
12546,2,76,92,23,12,54,8,28.26,5.49,-5.16,29.27,23.215,0.001666667
12547,2,76,92,23,13,0,8,28.26,5.31,-5.89,29.4,23.21666667,0.001666667
12548,2,76,92,23,13,6,8,27.26,7.53,-7.65,29.33,23.21833333,0.001666667
12549,2,76,92,23,13,12,8,28.05,4.95,-7.05,29.38,23.22,0.001666667
12550,2,76,92,23,13,18,8,28.02,6.24,-5.94,29.37,23.22166667,0.001666667
12551,2,76,92,23,13,24,8,26.81,9.64,-5.13,29.13,23.22333333,0.001666667
12552,2,76,92,23,13,30,8,27.17,9.57,-5.16,29.43,23.225,0.001666667
12553,2,76,92,23,13,36,8,25.95,12.65,-4.3,29.22,23.22666667,0.001666667
12554,2,76,92,23,13,42,8,24.89,13.39,-6.65,29.27,23.22833333,0.001666667
12555,2,76,92,23,13,48,8,26.22,10.15,-6.87,29.18,23.23,0.001666667
